"Group","DistanceToCentroid"
"LT_Ordinary",1.60610660810825
"LT_Ordinary",1.7587391129504
"LT_Ordinary",0.936089214969622
"LT_Ordinary",0.887952072862116
"LT_Ordinary",0.860174748545526
"LT_Ordinary",1.42465254662296
"LT_Ordinary",1.20814105618914
"LT_Ordinary",1.31316693078263
"LT_Ordinary",2.00368693833041
"LT_Ordinary",0.939472281428462
"LT_Ordinary",1.44947798485251
"LT_Ordinary",1.50546589885586
"LT_Ordinary",1.28586132357086
"LT_Ordinary",1.79302620964586
"LT_Ordinary",0.91482535824444
"LT_Ordinary",0.919439972798803
"LT_Ordinary",1.9057970118677
"LT_Ordinary",1.59024177031561
"LT_Ordinary",1.58853513685931
"LT_Ordinary",0.531191002520042
"LT_Ordinary",1.53584018934432
"LT_Ordinary",1.09775442423498
"LT_Ordinary",1.47982436185219
"LT_Ordinary",0.970434027049917
"LT_Ordinary",0.747102866388709
"LT_Ordinary",0.841153467208956
"LT_Ordinary",1.40771722835383
"LT_Ordinary",1.55148751461967
"LT_Ordinary",0.605540892330063
"LT_Ordinary",1.20511043170796
"LT_Ordinary",1.55576110329193
"LT_Ordinary",2.72151488099784
"LT_Ordinary",1.31880858090843
"LT_Ordinary",1.57277642111721
